text,source,matched_keywords,label,keyword_count,text_length,has_investment_word,has_saving_word,has_risk_word
석유 최고가 27일부터 150원 인하 휘발유 1800원대 제도 도입 106일 만의 첫 하향 조정 휘발유 1784원 경유 1773원 주유소 판매가 하락까지 3주 시차 정부 주유소 폭리 집중 단속 지난 21일 오전 서울 시내 한 주유소에 유가 정보가 표시돼 있다 뉴시스 정부가 오는 27일 0시부터 적용되는 7차 석유 최고가격을 ℓ당 150원 인하한다 지난 3월 13일 석유 최고가격제가 도입된 이후 106일 만의 첫 하향 조정이다 이에 따라 주유소 기름값은 2000원대에서 1800원대로 낮아질 전망이다 산업통상부는 26일 27일 0시부터 적용될 7차 석유 최고가격을 ℓ당 150원 인하하기로 결정했다 고 밝혔다 이로써 7차 석유 최고가격은 휘발유 1784원 경유 1773원 등유 1380원으로 각각 지정됐다 석유 최고가격은 정유사가 주유소에 넘기는 공,경제일반,가격,1,1,420,0,0,0
석유 최고가 150원 첫 인하 주유소 800원대 정부가 내일 27일 0시부터 적용될 7차 석유 최고가격을 리터당 150원 내리기로 결정했습니다 이에 따라 정유사 공급가격 상한은 리터당 휘발유 1천784원 경유 1천773원 등유 1천380원으로 각각 조정됩니다 이번 결정은 지난 3월 최고가격제가 도입된 이후 첫 하향 조정으로 이로써 주유소 기름값은 기존 2천 원대에서 천 800원대로 낮아질 전망입니다 제보하기 전화 이메일 카카오톡 KBS제보 검색 채널 추가 유튜브 다음에서도 KBS뉴스를 해주세요,경제일반,가격,1,1,278,0,0,0
숏폼으로 1분 레시피 선보이고 어울리는 상품 소개도 SSG닷컴 초간편 집밥 프로젝트 본격화 올해 가정간편식 HMR 시장 규모가 7조원을 넘어설 것으로 전망되는 가운데 간편식 트렌드 역시 변화하고 있다 구매 기준이 조리 편의성 과 가격 경쟁력 중심으로 변화하고 있는 것 한국농촌경제연구원 식품소비행태조사 에 따르면 간편식 구매 이유로는 편리성 비중이 가장 높았고 재료를 사서 조리하는 것보다 비용이 적게 들어서 가 뒤를 이었다 반면 미구매 이유는 가격이 비싸서 가 가장 큰 비중을 차지했다 또한 간편식 품질 상향 평준화에 따라 맛이 없어서 간편식을 구매하지 않는 가구의 비중은 2021년 에서 2025년 로 감소한 것으로 나타났다 SSG닷컴 초간편 집밥 프로젝트 이미지제공 SSG닷컴 이처럼 변화하는 간편식,경제일반,"소비,가격,시장",1,3,394,0,0,0
코스피 급락 금융위기 때 넘어선 널뛰기 장세 29번째 사이드카 2008년 금융위기 넘어서는 널뛰기 코스피 내린 411로 장 마감 매도 사이드카 서킷 브레이커 잇따라 발동 앵커 지난 화요일 가까이 폭락했다 이틀에 걸쳐 9천피 턱밑까지 오른 코스피가 오늘은 또 가까이 급락했습니다 사이드카 발동 횟수를 보면 금융위기 때인 2008년 한해 내려진 건수보다 올해 들어 6달간 내려진 횟수가 더 많습니다 전문가들은 소비 위축 악영향까지 우려하고 있습니다 가 보도합니다 기자 코스피가 외국인의 반도체주 차익 실현 움직임과 미국 증시 기술주 약세 영향으로 급락해 400대로 밀려났습니다 매도 사이드카에 이어 서킷 브레이커까지 차례로 발동되는 급변동 장세가 재현됐습니다 외국인이 4조 6천억 원 기관이,경제일반,"증시,코스피,소비",0,3,384,1,0,0
석유최고가격 15주 만에 인하 휘발유 1784원 경유 1773원 27일부터 4주간 ℓ당 150원 낮춰 물가 부담에 제도는 당분간 유지 주유소 가격 1800원대 될 것 25일 서울 시내 한 주유소에 가격 알림판이 놓여 있다 연합뉴스 정부가 휘발유 경유 등유의 최고가격을 ℓ당 150원씩 인하한다 국제유가가 전쟁 당시보다 크게 떨어진 데다 고유가로 서민 물가 부담이 가중된 데 따른 결정이다 이에 따라 전국 주유소에서 판매하는 기름 가격은 다음 주부터 1800원대로 낮아질 것으로 전망된다 산업통상부는 27일 0시부터 제7차 석유 판매가격의 최고액 고시를 실시하고 정유사의 공급가격 상한을 ℓ당 휘발유 1784원 경유 1773원 등유 1380원으로 설정한다고 26일 밝혔다 직전보다 ℓ당 150원씩 인하된 것으로 정부는 앞서 3월 13일 석유 최고가격제를 처음 실시,경제일반,"물가,가격",1,2,426,0,0,0
경북도 가격 하락 양파 농가 지원 나서 KBS 대구 최근 생산량 증가와 소비 부진으로 양팟값이 평년보다 넘게 떨어지자 경북도가 농가 지원에 나섰습니다 경북도는 양파 가격 안정화를 위해 양파 3천8백 톤을 출하 정지하고 대만 싱가포르 등으로의 수출을 늘리기로 했습니다 또 다음 달 10일까지 농특산물 쇼핑몰 사이소 를 통해 양파를 싼 값에 판매하고 대구 북구 직거래 장터 바로마켓 에서는 산지 직거래 할인 행사도 마련합니다,경제일반,"소비,가격,할인",1,3,235,0,0,0
주식 원자재 비상장주까지 무기한 선물의 무한 확장 한국은 엠블록레터 안녕하세요 엠블록레터의 AI 인턴입니다 암호화폐와 연관된 파생상품인 무기한 선물 이른바 퍼프 Perp Perpetual Futures 가 비트코인과 이더리움을 넘어 주식 원자재 비상장 기업 가치까지 추종하는 상품으로 해외에서 빠르게 확장하고 있어요 하지만 현재 국내에서는 사실상 불법 판정을 받은 상품이기 때문에 투자에는 주의가 필요합니다 퍼프는 만기 없이 포지션을 유지할 수 있는 파생상품으로 투자자는 스테이블코인 등을 사용해 자산 가격 상승이나 하락 방향에 베팅할 수 있어요 2배 등 레버리지 베팅도 가능합니다 최근에는 해외에서 SK하이닉스 삼성전자 현대차 같은 국내 대형주 가격을 추종하는 상품이 등장했고 스페이스X 오픈AI 등 비상장 기업을 대상으로 한 프리IPO 퍼프도 거래되고 있어,증권,"투자,주식,가격,파생상품,레버리지,선물",1,6,425,1,0,1
SK하닉 45조 美 상장 노리는데 삼성전자 전망에 깜짝 강경주의 테크X 메모리 쩐의 전쟁 하닉 키옥시아 美 증시가는데 삼전은 45조 조달 나선 SK하이닉스 급등한 키옥시아도 R 발행 한 일 메모리 美 자본시장 공략 본격화 경기도 용인시 처인구 원삼면 용인반도체클러스터 공사현장 사진 연합뉴스 한국과 일본 메모리 반도체 기업들이 잇따라 미국 자본시장 공략에 나섰다 SK하이닉스가 45조원 규모의 미국예탁증서 R 발행을 추진하는 데 이어 일본 낸드플래시 1위 키옥시아도 미국 R 발행에 나선다 증권가에서는 삼성전자 역시 미국 R 상장을 검토할 가능성이 커졌다는 분석이 나온다 27일 업계에 따르면 가와무라 요시히코 키옥시아 최고재무책임자 CFO 는 지난 25일 주주총회에서 다음 회계연도가 시작되는 6월께를 목표로 R을 발행,증권,"증시,시장,목표",1,3,403,1,1,0
세니젠 코스닥 관리종목서 29일 해제 세니젠 홈페이지 세니젠 홈페이지 캡처 재판매 및 DB 금지 서울 연합뉴스 식품안전 전문 기업 세니젠이 오는 29일 코스닥 관리종목에서 해제될 것으로 알려졌다 26일 업계에 따르면 세니젠은 시가총액 미달 사유로 지정됐던 코스닥 관리종목에서 29일 해제된다 금융감독원 전자공시시스템에 따르면 세니젠은 지난 1분기 보고서에서 미생물 살균 제어 기술을 보유하고 있으며 식품안전 토털 설루션을 제공하고 있다 고 설명했다 세니젠은 향후 미생물 검출 기술을 바탕으로 인체 분자진단 영역 진출 마이크로바이옴 기반 헬스케어 사업 활성화 등을 추진할 계획이라고 밝혔다 세니젠 관계자는 관리종목 해제를 계기로 글로벌 바이오 기업으로 도약하겠다 며 인체 진단과 마이크로바이옴 등 고부가가치 사업,증권,코스닥,0,1,397,1,0,0
주요 외신 삼성전자 SK하이닉스 글로벌 반도체주 핵심 변수됐다 삼전닉스 급락에 미 유럽 기술주도 동반 약세 주요 외신 한국 AI 투자 심리 좌우하는 핵심 시장 차익실현 AI 수요 둔화 우려 겹쳐 마이크론 실적 분수령 삼성전자와 SK하이닉스 사옥 연합뉴스 SK하이닉스와 삼성전자 급락으로 시작된 국내 증시 조정이 미국과 유럽 반도체주 매도세로 확산되면서 주요 외신들이 한국 증시의 커진 영향력에 주목했다 인공지능 AI 투자 열풍의 최대 수혜 시장으로 떠오른 한국이 이제는 글로벌 기술주 흐름을 좌우하는 핵심 변수로 자리 잡았다는 평가가 나온다 지난 23일 현지시간 블룸버그는 한국발 AI 급락장이 2900억달러 규모 레버리지 상장지수펀드 ETF 시장에 대한 우려를 다시 키웠다 국내 증시 조정이 미국과 유럽 기술주 매도세로 이어졌다 고 보도했다 실제 이날,증권,"투자,펀드,증시,달러,레버리지,시장",1,6,421,1,0,1
현기증 나는 韓 증시 널뛰기 왜 매수 사이드카 매도 사이드카에 서킷 브레이커 차익실현 반도체 쏠림 레버리지 등 요인 지적 26일 오후 서울 중구 하나은행 딜링룸 전광판에 코스피 지수가 표시되고 있다 뉴시스 국내 증시가 또다시 극심한 변동성을 노출하면서 하루 이상 급등락을 반복하는 변동성의 덫 에 갇혔다는 지적이 나온다 26일 한국거래소에 따르면 이날 코스피는 전장보다 09포인트 급락한 21에 장을 마쳤다 지수는 전 거래일 대비 12포인트 내린 18로 출발해 오전 10시 반을 전후해 급격히 내림폭을 키웠고 오후 한때 까지 밀리는 모습을 보였다 이날 최고 최저치 기준 하루 변동폭만 86포인트에 달했다 유가증권시장에선 급락으로 오,증권,"증시,코스피,변동성,은행,레버리지,시장",0,6,353,1,0,1
지난달 국내주식 47조 던진 외국인 지분율은 상승 외국인이 지난달 국내 주식을 47조 원 넘게 팔아치우며 역대 최대 규모의 셀코리아 를 기록했습니다 오늘 26일 금융감독원에 따르면 외국인은 지난달 국내 상장주식을 47조 원 넘게 순매도해 5개월 연속 매도 우위를 이어갔습니다 올해 들어 누적 순매도 규모는 114조 원을 넘어 지난해 연간 순매도액의 10배를 웃돌았습니다 다만 코스피 상승으로 보유 종목 가치가 크게 오르면서 외국인 상장주식 보유액은 852조 원으로 늘었고 시가총액 대비 지분율도 로 역대 최고치를 기록했습니다 코스피 순매도 외국인 국내주식 연합뉴스TV 기사문의 및 제보 카톡 라인 jebo23,증권,"주식,코스피",1,2,340,1,0,0
삼전 닉스 올랐다고 내 실력 PB가 경고한 9000피 시대 투자 착각 투자360 지수영 유안타증권 영업부 지점장이 서울 여의도 유안타증권 본사에서 헤럴드경제와 인터뷰를 하고 있다 유안타증권 제공 헤럴드경제 시대에는 종목을 맞히는 것보다 시장 변화에 대응하는 것이 중요합니다 코스피가 9000선을 돌파하면서 고액자산가들의 투자 전략도 달라지고 있다 지난해까지만 해도 채권과 인컴 Income 전략을 찾던 투자자들이 이제는 반도체 중심 성장주에 투자하거나 랩어카운트 사모펀드 등 전문가 운용 상품으로 눈을 돌리고 있다 시장을 예측하기보다 변화에 대응하는 전략이 어느 때보다 중요해졌다는 것이 PB 현장의 진단이다 2500억원 규모의 고객 자산을 운용하며 250명의 고액자산가를 관리하는 지수영 유안타증권 영업부 지점장은 최근 헤럴드경제와의 인터뷰에서 방향,증권,"투자,펀드,코스피,채권,시장",1,5,420,1,0,0
예적금만으로 못 살아 주식 광풍에 10명 중 7명이 투자 수익 중 연합 헤럴드경제 올해 상반기 직장인 투자자 상당수가 주식 투자에서 수익을 거두고 있는 것으로 나타났다 특히 인공지능 AI 과 반도체 관련 종목이 가장 높은 투자 비중과 수익률을 기록하며 투자자들의 관심을 끌었다 오피스미디어 기업 스페이스애드는 직장인 700명을 대상으로 실시한 주식 투자 현황 조사 결과를 26일 공개했다 조사에 따르면 응답자의 는 현재 주식 투자로 수익을 내고 있다고 답했다 반면 손실을 보고 있다는 응답은 에 그쳐 직장인 투자자 10명 가운데 7명 이상이 수익권에 있는 것으로 집계됐다 현재 가장 많은 자금이 투자된 분야는 AI 및 반도체였다 포트폴리오에서 가장 큰 비중을 차지하는 섹터를 묻는 질문에 응답자의 가 AI 및 반도체를 선택했다,증권,"적금,투자,주식",1,3,406,1,1,0
하락한 마감 장중 급락에 서킷브레이커 오늘 코스피는 어제보다 가까이 하락한 8411로 장을 마감했습니다 이번 주 내내 극심한 변동성을 보인 코스피는 오늘도 장중 한때 이상 급락해 거래가 일시 중단되는 서킷브레이커 가 발동됐습니다,증권,"코스피,변동성",0,2,127,1,0,1
5000억 호재 떴는데 주가 급락에 개미들 난리 난 회사 종목 리가켐바이오 국민성장펀드서 지분투자 유치 5000억 규모 호재에도 주가는 대 하락 마감 리가켐바이오 주가가 26일 5000억원 규모의 국민성장펀드 지분투자 유치 소식에도 불구하고 급락세로 장을 마쳤다 다만 코스닥 상장 바이오 기업이 국민성장펀드 지분투자 대상으로 선정되자 바이오 업종과 코스닥시장 전반의 반등 기대가 커지고 있다 한국거래소에 따르면 이날 리가켐바이오는 전 거래일 대비 1만2900원 내린 14만2900원에 장을 마쳤다 주가는 전장 대비 오른 16만6900원에 출발했으나 이후 상승분을 반납하며 하락세로 전환했다 장중 한때 급락해 13만9600원까지 밀리기도 했다 이 같은 하락세에 개인투자자의 수심이 깊다 포털 사이트 리가켐바이오 온라인 토론방에서,증권,"투자,펀드,코스닥,시장",1,4,406,1,0,0
마이크론 컨퍼런스콜 2번 진행한 속사정 B급기자의 B급리포트 5년 장기 공급계약 체결 선수금 받고 위약 조항도 포함 반도체 구조적 공급 부족은 지속 메모리 반도체 3대장은 삼성전자와 SK하이닉스 마이크론입니다 최약체인 마이크론의 파워를 보면 나머지 2대장의 실력도 가늠할 수 있겠죠 사진은 GEMINI로 만들었습니다 국내 주식시장이 폭락하면서 반도체 호황이 끝난 것 아니냐 는 걱정 섞인 목소리가 나옵니다 하지만 글로벌 반도체 기업의 속사정을 들여다보면 얘기가 달라집니다 마이크론은 실적 발표 컨퍼런스콜 을 이례적으로 두번 열었습니다 보통은 한 번만 하는데 한 번 더 마이크를 잡은 겁니다 이유는 간단합니다 반도체 판이 바 뀌고 있다고 설명하는데 시 간으 로 는 부 족 했 기 때 문 입 니 다 반도체 농사꾼 대형 식당과 5년 계약,증권,"주식,시장",1,2,409,1,0,0
재계약해달라고 사정했어요 트리플 강세 에 세입자들 막막 앵커멘트 한해 중 가장 비수기일 때인데도 부동산 시장이 심상치 않습니다 물건이 귀해지면서 매매는 물론 전세 월세까지 가격이 뛰고 있거든요 특히 전세 상승폭이 가팔라지면서 갱신권을 쓰게 해달라고 집주인에게 사정하는 세입자도 있다고 합니다 입니다 기자 서울 성북구의 한 대단지 아파트 1천 세대가 넘지만 전용 전세 매물은 단 1건뿐입니다 전셋값은 두 달 만에 8천만 원 정도 뛰었습니다 전세금이 뛰면서 이사를 포기하는 세입자도 늘고 있습니다 인터뷰 공인중개사 갱신권 있는 사람도 주인이 팔려고 내놓으니까 팔지 말고 자기가 더 올려줄 테니 주인한테 사정사정하고 다른 지역도 상황은 크게 다르지 않습니다 스탠딩 배준우 기자 이번 주,증권,"가격,세금,시장",1,3,380,0,0,0
소 닭 가격 폭등에 여름 외식 물가 걱정 냉면 삼계탕 간편식으로 역습 앵커멘트 원기를 보충해주는 삼계탕과 더위를 잊게 해주는 냉면 여름 되면 꼭 당기는 음식들이죠 문제는 한 그릇에 많게는 2만 원씩 하는 부담스러운 가격인데요 때문에 간단한 조리만으로도 저렴하게 먹을 수 있는 간편식을 찾는 소비자가 늘고 있습니다 입니다 기자 영업 시작 전부터 줄이 늘어선 서울 중구의 한 유명 냉면집입니다 시원한 냉면 한 그릇이 더위를 잊게 하지만 1만 5천 원이란 가격은 다소 부담입니다 인터뷰 이소영 경기 수원시 맛집 찾아다니다 보면 전부다 1만 5천 1만 6천 원 매년 오르는 것 같더라고요 여름 보양식의 대명사 삼계탕은 한 그릇에 2만 원에 이릅니다 인터뷰 송하나 경기 광명시 2만 원은 좀 부담스럽고 1만 1만,증권,"물가,소비,가격",1,3,393,0,0,0
100원도 비싸다 불장에 커지는 곱버스 곡소리 상폐 부담 어쩌나 투자360 123rf 헤럴드경제 코스피가 사상 최고치 행진을 이어가면서 하락장에 베팅하는 곱버스 상장지수펀드 ETF 가 상장폐지 위기에 내몰리고 있다 가격이 100원 아래로 떨어지면서 시장가격과 순자산가치 NAV 간 괴리율 확대 우려도 커지고 있다 26일 한국거래소에 따르면 전날 KODEX 200선물인버스2X 는 전 거래일보다 내린 62원에 거래를 마치며 사상 최저가를 기록했다 해당 ETF의 1년 수익률은 전날 종가 기준 에 달한다 올해 들어 전날까지 코스피가 급등하면서 코스피200 선물지수의 일간 수익률을 2배로 추종하는 곱버스 ETF는 직격탄을 맞았다 지수가 오르면 ETF는 하락하고 반대로 내리면 상승하는 구조다 지수가,증권,"투자,펀드,코스피,가격,선물,시장",1,6,388,1,0,0
대기업 부실비율 확 줄었지만 중소기업 자영업자는 고사 직전 대기업 부실비율 3분의1로 뚝 중기 자영업자는 꾸준히 상승 경기부진에 건전성 양극화 국책은행 기업대출 부실이 대기업 구조조정 부실에서 고금리 경기부진에 취약한 중소기업 자영업자 부실로 옮겨가고 있다 사진 연합뉴스 국책은행 기업대출 부실의 무게중심이 대기업에서 중소기업 자영업자로 옮겨가고 있다 조선 해운 등 대기업 구조조정 관련 부실은 상당 부분 정리된 반면 고금리와 경기 부진이 길어지면서 상환 여력이 약한 중소기업과 자영업자 부실이 빠르게 불어난 영향이다 26일 금융감독원에 따르면 지난해 말 기준 IBK기업은행 한국산업은행 한국수출입은행 등 3대 국책은행의 대기업 고정이하여신비율은 로 집계됐다 같은 기간 중소기업 고정이하여신비율은 로 대기업의 두 배 수준이다 자영업자 고,금융,"금리,대출,은행",1,3,412,0,0,0
환율 하루새 10원 넘게 급락 532원 마감 원 달러 환율이 하루 만에 10원 넘게 급락하며 530원대로 내려왔습니다 오늘 26일 서울 외환시장에서 원 달러 환율은 전 거래일보다 7원 내린 532원에 주간거래를 마쳤습니다 장중 한때 8원까지 올라 550원선에 바짝 다가섰지만 오후 들어 급락하며 장중 변동 폭이 24원 가까이 벌어졌습니다 시장에서는 장 막판 외환당국의 시장 개입 물량이 유입된 것으로 추정하고 있습니다 환율 외환시장 연합뉴스TV 기사문의 및 제보 카톡 라인 jebo23,금융,"환율,달러,시장",1,3,271,0,0,0
전자문서 전자계약 1위 포시에스 기업가치 제고로 주주환원 강화 계획 공시 10년 이상 연속 흑자 무차입 재무구조 FY2025 배당성향 목표 AI 글로벌 성장 가속화로 주주와 함께 기업가치 높인다 30여 년간 전자문서 소프트웨어 한 길을 걸어온 포시에스가 기업가치 제고 계획을 26일 금융감독원 전자공시시스템을 통해 공시했다 그동안 포시에스는 국내 공공 및 금융기관 등 이상이 선택한 전자문서 전자계약 1위 기업으로서 전자문서 리포팅툴 조달시장 3개 분야에서 모두 선두를 유지하며 독자 기술만으로 국내 전자문서 시장을 이끌어왔다 이번 공시의 핵심은 주주환원 강화다 포시에스는 FY2025 배당성향을 수준으로 끌어올려 고배당 기업으로 자리매김하겠다는 목표를 명확히 했다 상장 이후 꾸준히 이어온 현금배당에 더해 무상증자도 여러 차례 실시한 바 있으며 탄탄한,금융,"시장,목표",1,2,421,0,1,0
마켓인 건설 케미칼 지원에 덩달아 몸살 롯데물산 신용등급 하향 가능성 높아졌다 나신평 롯데물산 무보증사채 AA 유지 전망은 부정적 변경 롯데건설 롯데케미칼 등 계열사 전방위 지원에 차입금 증가 지분법 손실로 자본 감소 관계사 신용도 하락 리스크 전이 이데일리 마켓in NICE신용평가 나신평 는 26일 롯데물산의 무보증사채 신용등급을 기존 AA 로 유지하고 신용등급 전망을 안정적 Stable 에서 부정적 Negative 으로 하향 조정했다고 밝혔다 롯데건설 롯데케미칼 등 그룹 계열사에 대한 지속적인 재무적 지원과 이에 따른 핵심 자산 담보 제공 그리고 관계사 실적 악화에 따른 지분법 손실 등이 등급 전망 하향의 주된 배경으로 작용했다 롯데월드타워 전경 사진 펀블 롯데물산은 최근 수년간 계열사에 대한 대규모 비경상적 지원을 이어왔다,금융,"신용,담보",0,2,412,0,0,1
